,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
88,601018,宁波港,0.12,0.0,,5.54,,147785.4,-3.63,,08-31
89,000659,珠海中富,-0.05,-5100.0,,-3.25,,-6723.45,-4607.31,,08-31
90,600398,海澜之家,0.12,20.0,,3.86,,8060.61,23.14,,08-31
91,600833,第一医药,0.08,3.16,,3.82,,1892.63,3.17,,08-31
92,600869,智慧能源,0.09,-33.86,,3.08,,9165.59,31.46,,08-31
93,600218,全柴动力,0.08,43.12,,2.13,,2222.17,43.9,,08-31
94,601390,中国中铁,0.16,46.43,,4.39,,348801.0,45.91,,08-31
95,600734,实达集团,-0.06,456.44,,-13.62,,-1976.93,456.58,,08-31
96,600010,包钢股份,0.01,0.0,,0.58,,11505.55,64.1,,08-31
97,600519,贵州茅台,6.98,3.56,,19.19,,724794.47,3.61,,08-31
98,600145,*ST新亿,0.01,-66.67,,2.1,,414.41,-62.11,,08-31
99,601186,中国铁建,,,,6.46,,467369.9,46.58,,08-31
100,600652,游久游戏,0.01,-78.79,,0.39,,387.52,-78.88,,08-31
101,600689,上海三毛,0.01,-72.92,,0.72,,259.48,-73.15,,08-31
102,600355,精伦电子,-0.13,44.44,,-7.18,,-3246.86,43.63,,08-31
103,600096,云天化,-0.32,-7.07,,-4.65,,-52612.17,123.53,,08-31
104,000415,渤海金控,0.23,46.31,,3.95,,28673.78,46.27,,08-31
105,600586,金晶科技,0.05,-155.56,,1.57,,6431.64,-152.37,,08-31
106,000997,新大陆,0.11,22.22,,3.87,,5714.5,23.5,,08-31
107,600640,号百控股,0.09,-44.35,,1.94,,4665.35,-44.31,,08-31
108,600815,*ST厦工,-0.05,-113.16,,-0.93,,-4336.69,-114.59,,08-31
109,600234,ST山水,-0.06,-33.33,,,,-1237.62,-28.34,,08-31
110,600626,申达股份,0.13,1.86,,4.49,,9311.03,1.88,,08-31
111,600664,哈药股份,0.1,42.86,,2.27,,18233.78,40.46,,08-31
112,601727,上海电气,0.11,-24.28,,4.69,,145962.1,-24.26,,08-31
113,600500,中化国际,0.26,23.81,,5.61,,37726.87,27.83,,08-31
114,600162,香江控股,0.17,-342.86,,8.92,,13387.98,-359.03,,08-31
115,601519,*ST智慧,-0.08,102.5,,-5.14,,-14577.81,164.19,,08-31
116,600297,广汇汽车,0.04,164.83,,1.73,,1573.31,164.82,,08-31
117,600332,白云山,0.47,73.88,5.04,10.02,1.06,58722.94,170.51,,08-31
118,600791,京能置业,0.1,-15.11,,3.51,,4385.92,-17.76,,08-31
119,600095,哈高科,-0.07,-7.13,,-3.83,,-2538.11,-7.14,,08-31
120,600081,东风科技,0.4,69.73,,15.83,,12393.76,69.68,,08-31
121,000862,银星能源,-0.17,-318.15,,-15.9,,-4866.3,-318.05,,08-31
122,600155,宝硕股份,-0.13,-0.0,,,,-5335.77,1.75,,08-31
123,600900,长江电力,0.17,0.0,,3.74,,284706.5,0.03,,08-31
124,600681,百川能源,-0.03,,,-81.91,,-818.96,-6294.33,,08-31
125,600307,酒钢宏兴,0.04,-56.09,,1.5,,23992.82,-36.74,,08-31
126,600345,长江通信,0.01,-95.37,,0.19,,229.86,-94.62,,08-31
127,600007,中国国贸,0.23,21.05,,4.84,,23001.91,17.72,,08-31
128,600782,新钢股份,-0.16,-42.86,,-3.06,,-22657.59,-41.48,,08-31
129,000876,新希望,0.49,-14.04,,7.24,,84851.25,-14.86,,08-31
130,600139,西部资源,0.03,-73.36,,1.26,,1990.95,-73.38,,08-31
131,000592,平潭发展,0.02,-170.23,,1.24,,1277.94,-170.23,,08-31
132,600257,大湖股份,0.52,1372.47,,30.58,,22386.12,1371.68,,08-31
133,601888,中国国旅,0.91,41.49,,13.52,,80450.15,41.52,,08-31
134,600031,三一重工,0.35,-48.53,,10.9,,265095.6,-48.63,,08-31
135,600789,鲁抗医药,-0.04,-66.67,,-1.59,,-2397.88,-66.44,,08-31
136,600166,福田汽车,0.15,-83.33,,2.73,,40757.12,-77.79,,08-31
137,600237,铜峰电子,0.04,-57.32,,1.41,,1973.02,-39.85,,08-31
138,600654,*ST中安,0.06,19.2,,3.18,,4501.25,10.51,,08-31
139,600300,维维股份,0.08,14.29,,5.2,,13001.28,17.82,,08-31
140,600708,光明地产,0.11,92.94,,4.19,,5720.15,92.75,,08-31
141,600336,澳柯玛,0.21,43.52,,17.3,,14505.77,187.06,,08-31
142,600811,东方集团,0.32,26.54,4.79,6.88,,52686.03,26.56,,08-31
143,600115,东方航空,,,,3.33,,76330.1,-23.29,,08-31
144,600132,重庆啤酒,0.23,4.55,,7.65,,11288.97,6.28,,08-31
145,600547,山东黄金,0.68,-31.31,,12.07,,96741.62,-31.18,,08-31
146,600988,赤峰黄金,0.16,5614.29,,11.58,0.39,4482.02,16019.78,,08-31
147,600208,新湖中宝,0.04,-20.0,,1.8,,22715.88,-19.45,,08-31
148,600242,中昌数据,-0.2,40.43,,-16.82,,-5417.01,40.23,,08-31
149,000630,铜陵有色,0.21,-40.0,,2.77,,30178.76,-39.36,,08-31
150,601600,中国铝业,-0.05,-79.25,,-1.44,,-62380.0,-80.83,,08-31
151,600696,ST匹凸,0.07,325.0,,4.41,,2325.16,321.76,,08-31
152,000680,山推股份,0.03,-41.4,,0.79,,3330.92,-46.64,,08-31
153,600730,中国高科,-0.04,-36.46,,-1.7,,-1293.04,-36.46,,08-31
154,600746,江苏索普,0.02,-123.13,,1.52,,625.89,-123.17,,08-31
155,600006,东风汽车,0.02,-54.81,,0.72,,4318.5,-54.86,,08-31
156,600381,青海春天,-0.89,3201.85,,,,-143339.54,3206.13,,08-31
157,000016,深康佳A,0.03,254.74,,1.0,,4054.77,253.59,,08-31
158,600120,浙江东方,0.53,8.16,,7.15,,26879.13,7.64,,08-31
159,600887,伊利股份,0.95,97.92,,14.05,,173796.61,128.22,,08-31
160,600571,信雅达,0.15,38.53,,5.21,,3065.72,38.9,,08-31
161,000566,海南海药,0.12,-50.27,,4.2,,5982.69,0.15,,08-31
162,000616,海航投资,0.13,-27.78,,4.78,,19017.06,-9.53,,08-31
163,600685,中船防务,0.09,-35.71,,1.34,,5533.41,-37.11,,08-31
164,601618,中国中冶,0.08,-900.0,,3.52,,148041.1,-895.37,,08-31
165,600702,舍得酒业,0.08,-84.8,,1.2,,2825.32,-84.81,,08-31
166,600735,新华锦,0.09,-531.86,,3.96,,2208.86,-616.86,,08-31
167,600074,ST保千里,-0.11,-25.97,,,,-7570.46,-25.71,,08-31
168,600859,王府井,0.8,-3.61,,6.07,,37038.12,-3.6,,08-31
169,600653,申华控股,0.0,4.0,,0.24,,445.53,1.99,,08-31
170,601558,ST锐电,-0.11,-1200.0,,-3.77,,-45786.04,-1956.02,,08-31
171,600299,安迪苏,-0.97,2.11,,-30.89,,-50943.87,2.82,,08-31
172,601901,方正证券,0.07,19.42,,2.76,,40484.12,19.35,,08-31
173,601996,丰林集团,0.1,25.0,,2.87,,4554.94,29.11,,08-31
174,600775,南京熊猫,0.13,58.92,,4.78,,8375.69,60.54,,08-31
175,600241,时代万恒,0.01,-42.74,,0.23,,120.1,-42.88,,08-31
176,000659,珠海中富,-0.05,-5100.0,,-3.25,,-6723.45,-4607.31,,08-31
177,600398,海澜之家,0.12,20.0,,3.86,,8060.61,23.14,,08-31
178,600833,第一医药,0.08,3.16,,3.82,,1892.63,3.17,,08-31
179,600869,智慧能源,0.09,-33.86,,3.08,,9165.59,31.46,,08-31
180,000592,平潭发展,0.02,-170.23,,1.24,,1277.94,-170.23,,08-31
181,600681,百川能源,-0.03,,,-81.91,,-818.96,-6294.33,,08-31
182,600307,酒钢宏兴,0.04,-56.09,,1.5,,23992.82,-36.74,,08-31
183,600345,长江通信,0.01,-95.37,,0.19,,229.86,-94.62,,08-31
184,600007,中国国贸,0.23,21.05,,4.84,,23001.91,17.72,,08-31
185,600782,新钢股份,-0.16,-42.86,,-3.06,,-22657.59,-41.48,,08-31
186,000876,新希望,0.49,-14.04,,7.24,,84851.25,-14.86,,08-31
187,600139,西部资源,0.03,-73.36,,1.26,,1990.95,-73.38,,08-31
188,601988,中国银行,0.29,11.54,3.04,9.47,,8072100.0,12.74,,08-30
189,600753,东方银星,-0.0,-0.0,,-0.4,,-40.48,7.84,,08-30
190,600058,五矿发展,0.18,-168.21,,2.28,,19086.22,-168.2,,08-30
191,600806,*ST昆机,-0.08,-1307.35,,-3.36,,-4360.98,-1313.91,,08-30
192,000902,新洋丰,-0.13,78.08,,-17.29,,-3296.87,74.39,,08-30
193,000928,中钢国际,-0.63,291.36,,-25.16,,-17682.09,291.3,,08-30
194,000503,海虹控股,0.01,-30.43,,0.56,,720.13,-30.18,,08-30
195,600583,海油工程,0.21,250.0,,7.69,,81960.55,265.07,,08-30
196,000993,闽东电力,0.15,50.0,,3.46,,5495.06,43.26,,08-30
197,600600,青岛啤酒,1.03,38.34,,10.56,,139488.12,38.46,,08-30
198,601009,南京银行,0.81,9.46,8.71,9.3,14.58,240355.1,10.05,,08-30
199,601318,中国平安,2.26,28.41,21.82,10.7,13.37,1791000.0,28.3,10派2,08-30
200,000625,长安汽车,0.29,141.67,,8.23,,133096.98,133.49,,08-30
201,601669,中国电建,0.23,10.72,,7.01,,223038.85,10.72,,08-30
202,601801,皖新传媒,0.31,24.0,,6.65,,28542.16,23.71,,08-30
203,600725,ST云维,-0.57,-2.46,,-29.23,,-34918.37,-3.04,,08-30
204,000733,振华科技,0.13,44.44,,2.15,,4661.19,46.14,,08-30
205,002185,华天科技,0.16,-13.17,,6.5,,10192.32,38.88,,08-30
206,600098,广州发展,0.19,2.46,,4.02,,52553.55,19.72,,08-30
207,600847,*ST万里,-0.02,-146.36,,-3.67,,-181.1,-146.38,,08-30
208,601933,永辉超市,0.25,1.2,,8.44,,38904.62,102.37,,08-30
209,603003,龙宇燃油,-0.17,-170.83,,-4.08,,-3370.8,-192.56,,08-30
210,600817,*ST宏盛,0.01,-240.0,,0.46,,116.94,-295.23,,08-30
211,600104,上汽集团,1.04,6.34,,9.07,,1146619.65,6.33,,08-30
212,000534,万泽股份,0.05,-31.83,,1.94,,2252.45,-24.33,,08-30
213,600648,外高桥,0.52,400.0,,10.29,,52646.4,400.8,,08-30
214,601398,工商银行,0.4,14.29,3.35,11.63,,13834700.0,12.33,,08-30
215,600030,中信证券,0.19,-5.0,,2.42,,210967.36,-6.18,,08-30
216,000782,美达股份,0.02,-59.18,,0.72,,749.39,-62.18,,08-30
217,600787,中储股份,0.21,-19.78,,3.91,,19537.25,-11.22,,08-30
218,600432,*ST吉恩,-0.08,-79.49,,-2.12,,-6705.96,-78.95,,08-30
219,000021,深科技,0.07,32.34,,2.18,,8749.69,32.25,,08-30
220,002565,顺灏股份,0.27,58.82,,5.38,,9260.98,57.9,,08-30
221,600170,上海建工,0.34,13.33,,6.46,,78256.61,12.51,,08-30
222,002024,苏宁易购,0.1,-60.11,,2.55,,73376.5,-58.17,,08-30
223,600317,营口港,0.14,7.92,,3.2,,30273.35,108.15,,08-30
224,600037,歌华有线,0.15,23.1,,2.76,,15425.69,23.12,,08-30
225,000789,万年青,0.32,121.61,,7.49,,13255.99,129.02,,08-30
226,600881,亚泰集团,0.1,-44.44,,2.3,,18685.35,-44.1,,08-30
227,600285,羚锐制药,0.23,146.32,,9.46,,7939.76,315.84,,08-30
228,600322,天房发展,0.07,-22.22,,1.8,,7980.31,-21.25,,08-30
229,600004,白云机场,0.39,15.98,,6.06,,45134.57,16.0,,08-30
230,600780,通宝能源,0.18,6.57,,5.83,,21030.43,6.58,,08-30
231,000795,英洛华,-0.1,-242.86,,-8.0,,-2863.84,-243.15,,08-30
232,600798,宁波海运,-0.03,-66.05,,-1.17,,-2243.68,-66.13,,08-30
233,600576,祥源文化,-0.11,22.83,,-5.12,,-2463.19,22.59,,08-30
234,600199,金种子酒,0.49,-11.7,,11.61,,27179.3,-11.7,,08-30
235,000982,*ST中绒,0.25,4.17,,10.09,,18093.66,33.28,,08-30
236,002628,成都路桥,0.52,108.0,,10.17,,17373.98,105.51,,08-30
237,000596,古井贡酒,0.75,-8.54,,10.94,,37575.28,-9.18,,08-30
238,600701,工大高新,0.0,-87.7,,0.15,,133.0,-89.07,,08-30
239,601968,宝钢包装,0.09,0.0,,4.34,,5886.32,5.09,,08-30
240,600966,博汇纸业,0.0,-93.75,,0.08,,238.92,-93.7,,08-30
241,601107,四川成渝,0.16,-26.37,,4.54,,47629.8,-26.38,,08-30
242,000712,锦龙股份,0.11,-22.63,,2.14,,4751.08,14.16,,08-30
243,002440,闰土股份,0.67,81.08,,6.15,,25560.14,84.74,,08-30
244,600779,水井坊,0.27,-41.62,,6.91,,13403.54,-41.69,,08-30
245,002269,美邦服饰,0.22,-48.84,,5.24,,22247.77,-48.52,,08-30
246,600678,四川金顶,-0.01,-93.98,,-6.0,,-313.39,-93.99,,08-30
247,000698,沈阳化工,-0.19,34.06,,-4.08,,-12259.84,34.58,,08-30
248,000613,大东海A,-0.0,-181.25,,-0.57,,-48.2,-181.77,,08-30
249,000683,远兴能源,-0.15,-350.0,,-4.85,,-11252.87,-363.48,,08-30
250,601880,大连港,0.09,28.57,,2.94,,38727.62,29.03,,08-30
251,600410,华胜天成,0.09,-23.18,,2.32,,5545.83,-23.55,,08-30
252,600985,雷鸣科化,0.26,85.71,,4.83,,4477.88,154.18,,08-30
253,600597,光明乳业,0.12,31.16,,3.65,,14796.82,53.06,,08-30
254,601006,大秦铁路,0.44,7.32,,8.94,,648013.91,6.84,,08-30
255,601258,庞大集团,0.11,22.22,,3.13,,28062.5,20.43,,08-30
256,600738,兰州民百,0.18,21.23,,6.68,,6530.82,70.72,,08-30
257,300567,精测电子,,,,,,316.5,-61.96,,08-30
258,600082,海泰发展,0.05,25.0,,1.74,,2928.2,15.7,,08-30
259,600850,华东电脑,0.22,-365.19,,5.89,,6936.85,-599.18,,08-30
260,000338,潍柴动力,1.04,-8.77,,8.06,,208496.74,9.89,10派1,08-30
261,600191,华资实业,0.05,-246.48,,1.52,,2522.14,-246.53,,08-30
262,601919,中远海控,-0.1,-79.17,,-4.07,,-99000.38,-79.68,,08-30
263,600360,华微电子,0.04,26.67,,1.49,,2618.89,41.04,,08-30
264,600122,宏图高科,0.08,-2.71,,1.65,,9368.84,-2.69,,08-30
265,000898,鞍钢股份,0.1,-135.53,,1.5,,70200.0,-135.53,,08-30
266,000425,徐工机械,0.41,-46.75,,4.76,,85080.6,-46.49,,08-30
267,600979,广安爱众,0.04,-17.02,,2.27,,2805.14,-0.62,,08-30
268,600608,ST沪科,-0.07,-12.5,,,,-2438.5,-8.49,,08-30
269,600682,南京新百,0.2,-47.37,,5.51,,7184.01,-47.04,,08-30
270,002165,红宝丽,0.01,-88.89,,0.68,,668.94,-86.62,,08-30
271,000825,太钢不锈,0.06,-8.1,,1.37,,33332.75,-8.83,,08-30
272,000066,中国长城,0.0,50.0,,0.15,,417.53,29.32,,08-30
273,000987,越秀金控,0.47,-11.32,,8.43,,16727.74,-12.68,,08-30
274,601005,重庆钢铁,-0.64,72.19,,-30.86,,-111597.8,72.21,,08-30
275,600221,海航控股,0.09,-21.67,,2.71,,64515.9,29.28,,08-30
276,600613,神奇制药,0.2,150.0,,7.35,,3850.01,209.38,,08-30
277,601238,广汽集团,0.19,-20.83,,3.85,,121826.63,-17.76,,08-30
278,600395,盘江股份,0.2,-78.49,,4.27,,32626.79,-67.73,,08-30
279,600795,国电电力,0.17,120.51,,7.98,,295883.65,146.33,,08-30
280,600848,上海临港,0.01,27.72,,2.78,,513.11,27.7,,08-30
281,600726,华电能源,-0.0,-98.8,,-0.08,,-226.72,-98.83,,08-30
282,601918,新集能源,0.07,-86.0,,1.48,,13090.01,-85.84,,08-30
283,000735,罗牛山,-0.02,-353.49,,-1.14,,-1920.19,-352.7,,08-30
284,600759,洲际油气,0.02,-40.92,,1.02,,2338.16,-41.11,,08-30
285,600835,上海机电,0.28,-48.15,,5.44,,28417.1,-48.34,,08-30
286,600871,*ST油服,-0.12,127.78,2.02,-5.92,-0.18,-49144.5,126.92,10转5,08-30
287,600555,海航创新,-0.02,-300.0,,-1.41,,-2259.06,-227.05,,08-30
288,600058,五矿发展,0.18,-168.21,,2.28,,19086.22,-168.2,,08-30
289,600806,*ST昆机,-0.08,-1307.35,,-3.36,,-4360.98,-1313.91,,08-30
290,000902,新洋丰,-0.13,78.08,,-17.29,,-3296.87,74.39,,08-30
291,601988,中国银行,0.29,11.54,3.04,9.47,,8072100.0,12.74,,08-30
292,600753,东方银星,-0.0,-0.0,,-0.4,,-40.48,7.84,,08-30
293,002490,山东墨龙,0.06,-68.42,,1.57,,4560.17,-39.76,,08-29
294,002506,协鑫集成,-0.49,81.48,,-46.07,,-41514.14,191.85,,08-29
295,000048,康达尔,0.09,26.14,,8.3,,3565.67,26.16,,08-29
296,600509,天富能源,0.19,19.75,,6.05,,14684.94,42.86,,08-29
297,600882,广泽股份,0.32,-178.05,,9.43,,12878.98,-245.79,10派2,08-29
298,002603,以岭药业,0.27,3.85,,3.87,,15166.79,6.97,,08-29
299,000523,广州浪奇,0.03,0.0,,1.1,,1113.76,1.3,,08-29
300,002180,纳思达,0.04,17.65,,1.32,,496.79,16.24,,08-29
301,002212,南洋股份,0.05,-44.44,,1.49,,2534.46,-42.35,,08-29
302,600876,洛阳玻璃,-0.09,5.11,,-43.62,,-4731.2,5.09,,08-29
303,000410,沈阳机床,0.01,-89.8,,0.48,,1025.35,-80.75,,08-29
304,002603,以岭药业,0.27,3.85,,3.87,,15166.79,6.97,,08-29
305,000523,广州浪奇,0.03,0.0,,1.1,,1113.76,1.3,,08-29
306,000541,佛山照明,0.16,14.29,,5.63,,15304.73,13.77,,08-29
307,600617,国新能源,-0.03,-213.04,,,,-436.1,-211.13,,08-29
308,600262,北方股份,0.44,-20.94,,6.78,,7427.86,-20.92,,08-29
309,002410,广联达,0.35,45.83,,8.38,,18665.96,91.68,,08-29
310,600741,华域汽车,0.66,6.07,,8.55,,171519.85,6.12,,08-29
311,002490,山东墨龙,0.06,-68.42,,1.57,,4560.17,-39.76,,08-29
312,002506,协鑫集成,-0.49,81.48,,-46.07,,-41514.14,191.85,,08-29
313,000048,康达尔,0.09,26.14,,8.3,,3565.67,26.16,,08-29
314,600509,天富能源,0.19,19.75,,6.05,,14684.94,42.86,,08-29
315,600882,广泽股份,0.32,-178.05,,9.43,,12878.98,-245.79,10派2,08-29
316,002030,达安基因,0.12,33.33,,9.45,,5688.04,49.3,,08-29
317,002399,海普瑞,0.31,-24.39,,3.12,,25026.57,-24.09,,08-29
318,601866,中远海发,-0.11,-1.19,,-4.9,,-126565.05,-1.2,,08-29
319,002142,宁波银行,0.9,20.0,8.55,11.15,12.68,260750.8,20.84,,08-29
320,002479,富春环保,0.14,-49.84,,5.26,,10529.13,-13.54,,08-29
321,002528,英飞拓,,,,,,-7.76,-99.44,,08-29
322,600515,海航基础,0.05,-183.33,,2.33,,2133.71,-223.91,,08-29
323,600629,华建集团,0.03,36.0,,1.53,,1172.09,37.33,,08-29
324,002356,赫美集团,0.05,25.0,,0.4,,377.87,7.2,,08-29
325,600275,*ST昌鱼,-0.02,-138.88,,-4.7,,-1163.62,-138.83,,08-29
326,002404,嘉欣丝绸,0.15,-6.25,,3.31,,3998.92,-6.02,,08-29
327,000686,东北证券,0.31,63.16,7.43,4.2,-0.9,30768.81,149.9,,08-29
328,601886,江河集团,0.17,-45.16,,4.1,,18870.91,7.28,,08-29
329,600057,象屿股份,-0.05,-600.0,,-2.95,,-4501.01,-800.1,,08-29
330,600091,ST明科,-0.15,15.38,,-9.34,,-4985.82,10.89,,08-29
331,600875,东方电气,0.59,-4.84,,7.29,,118615.49,-4.65,,08-29
332,000927,一汽夏利,0.0,-94.93,,0.12,,458.13,-94.92,,08-29
333,000971,高升控股,-0.05,-36.47,,-67.97,,-1310.59,-36.69,,08-29
334,002297,博云新材,0.06,-44.4,,2.93,,1785.3,-18.19,,08-29
335,600225,*ST松江,-0.35,210.53,,-20.01,,-22177.54,209.58,,08-29
336,000584,哈工智能,0.65,-897.44,,14.91,,26704.16,-897.67,,08-29
337,002377,国创高新,0.01,-34.51,,0.27,,200.05,-34.34,,08-29
338,601668,中国建筑,0.29,20.83,3.56,8.33,-0.51,878945.3,22.52,,08-29
339,600707,彩虹股份,-0.08,-20.52,,-2.98,,-5678.16,-20.42,,08-29
340,002409,雅克科技,0.2,-34.12,,2.75,,3329.43,-8.8,,08-29
341,002425,凯撒文化,0.11,-21.58,,3.19,,3018.62,1.17,,08-29
342,600018,上港集团,0.11,13.23,,5.2,,255073.19,13.19,,08-29
343,600079,人福医药,0.42,2.44,,6.62,,20709.0,2.87,,08-29
344,600864,哈投股份,0.57,245.45,,10.71,,31166.38,245.6,,08-29
345,000932,华菱钢铁,-0.13,-70.6,,-3.92,,-38347.42,-70.61,,08-29
346,002061,浙江交科,0.07,-79.33,,2.15,,2275.46,-50.57,,08-29
347,601699,潞安环能,0.41,-48.1,,5.69,,94280.18,-48.38,,08-29
